Year,Ceremony,Award,Winner,Name,Film
1937,10,Outstanding Production,0,In Old Chicago ,20th Century-Fox
1937,10,Outstanding Production,1,The Life of Emile Zola ,Warner Brothers
1937,10,Outstanding Production,0,Lost Horizon ,Columbia
1937,10,Outstanding Production,0,One Hundred Men and a Girl ,Universal
1937,10,Outstanding Production,0,Stage Door ,RKO Radio
1937,10,Outstanding Production,0,A Star Is Born ,Selznick International Pictures
1937,10,Short Subject (Cartoon),0,Educated Fish ,Paramount
1937,10,Short Subject (Cartoon),0,The Little Match Girl ,"Charles Mintz, Producer"
1937,10,Short Subject (Cartoon),1,The Old Mill ,"Walt Disney, Producer"
1937,10,Short Subject (Color),0,The Man without a Country ,Warner Brothers
1937,10,Short Subject (Color),1,Penny Wisdom ,"Pete Smith, Producer"
1937,10,Short Subject (Color),0,Popular Science J-7-1 ,Paramount
1937,10,Short Subject (One Reel),0,A Night at the Movies ,Metro-Goldwyn-Mayer
1937,10,Short Subject (One Reel),1,The Private Life of the Gannets ,Skibo Productions
1937,10,Short Subject (One Reel),0,Romance of Radium ,"Pete Smith, Producer"
1937,10,Short Subject (Two Reel),0,Deep South ,RKO Radio
1937,10,Short Subject (Two Reel),0,Should Wives Work? ,RKO Radio
1937,10,Short Subject (Two Reel),1,Torture Money ,Metro-Goldwyn-Mayer
1937,10,Sound Recording,0,The Girl Said No ,"Grand National Studio Sound Department, A. E. Kaye, Sound Director"
1937,10,Sound Recording,0,Hitting a New High ,"RKO Radio Studio Sound Department, John Aalberg, Sound Director"
1937,10,Sound Recording,1,The Hurricane ,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
1937,10,Sound Recording,0,In Old Chicago ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1937,10,Sound Recording,0,The Life of Emile Zola ,"Warner Brothers Studio Sound Department, Nathan Levinson, Sound Director"
1937,10,Sound Recording,0,Lost Horizon ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1937,10,Sound Recording,0,Maytime ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1937,10,Sound Recording,0,One Hundred Men and a Girl ,"Universal Studio Sound Department, Homer G. Tasker, Sound Director"
1937,10,Sound Recording,0,Topper ,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director"
1937,10,Sound Recording,0,Wells Fargo ,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
1937,10,Writing (Original Story),0,Black Legion ,Robert Lord
1937,10,Writing (Original Story),0,In Old Chicago ,Niven Busch
1937,10,Writing (Original Story),0,The Life of Emile Zola ,"Heinz Herald, Geza Herczeg"
1937,10,Writing (Original Story),0,One Hundred Men and a Girl ,Hans Kraly
1937,10,Writing (Original Story),1,A Star Is Born ,"William A. Wellman, Robert Carson"
1937,10,Writing (Screenplay),0,The Awful Truth ,Vina Delmar
1937,10,Writing (Screenplay),0,Captains Courageous ,"John Lee Mahin, Marc Connelly, Dale Van Every"
1937,10,Writing (Screenplay),1,The Life of Emile Zola ,"Norman Reilly Raine, Heinz Herald, Geza Herczeg"
1937,10,Writing (Screenplay),0,Stage Door ,"Morris Ryskind, Anthony Veiller"
1937,10,Writing (Screenplay),0,A Star Is Born ,"Dorothy Parker, Alan Campbell, Robert Carson"
1937,10,Special Award,1,Mack Sennett,
1937,10,Special Award,1,Edgar Bergen,"""Charlie McCarthy"""
1937,10,Special Award,1,The Museum of Modern Art Film Library,
1937,10,Special Award,1,W. Howard Greene,A Star Is Born
1937,10,Irving G. Thalberg Memorial Award,1,Darryl F. Zanuck,
1938,11,Actor,0,Charles Boyer,Algiers
1938,11,Actor,0,James Cagney,Angels with Dirty Faces
1938,11,Actor,0,Robert Donat,The Citadel
1938,11,Actor,0,Leslie Howard,Pygmalion
1938,11,Actor,1,Spencer Tracy,Boys Town
1938,11,Actor in a Supporting Role,1,Walter Brennan,Kentucky
1938,11,Actor in a Supporting Role,0,John Garfield,Four Daughters
1938,11,Actor in a Supporting Role,0,Gene Lockhart,Algiers
1938,11,Actor in a Supporting Role,0,Robert Morley,Marie Antoinette
1938,11,Actor in a Supporting Role,0,Basil Rathbone,If I Were King
1938,11,Actress,0,Fay Bainter,White Banners
1938,11,Actress,1,Bette Davis,Jezebel
1938,11,Actress,0,Wendy Hiller,Pygmalion
1938,11,Actress,0,Norma Shearer,Marie Antoinette
1938,11,Actress,0,Margaret Sullavan,Three Comrades
1938,11,Actress in a Supporting Role,1,Fay Bainter,Jezebel
1938,11,Actress in a Supporting Role,0,Beulah Bondi,Of Human Hearts
1938,11,Actress in a Supporting Role,0,Billie Burke,Merrily We Live
1938,11,Actress in a Supporting Role,0,Spring Byington,You Can't Take It with You
1938,11,Actress in a Supporting Role,0,Miliza Korjus,The Great Waltz
1938,11,Art Direction,1,The Adventures of Robin Hood ,Carl J. Weyl
1938,11,Art Direction,0,The Adventures of Tom Sawyer ,Lyle Wheeler
1938,11,Art Direction,0,Alexander's Ragtime Band ,"Bernard Herzbrun, Boris Leven"
1938,11,Art Direction,0,Algiers ,Alexander Toluboff
1938,11,Art Direction,0,Carefree ,Van Nest Polglase
1938,11,Art Direction,0,The Goldwyn Follies ,Richard Day
1938,11,Art Direction,0,Holiday ,"Stephen Goosson, Lionel Banks"
1938,11,Art Direction,0,If I Were King ,"Hans Dreier, John Goodman"
1938,11,Art Direction,0,Mad about Music ,Jack Otterson
1938,11,Art Direction,0,Marie Antoinette ,Cedric Gibbons
1938,11,Art Direction,0,Merrily We Live ,Charles D. Hall
1938,11,Cinematography,0,Algiers ,James Wong Howe
1938,11,Cinematography,0,Army Girl ,"Ernest Miller, Harry Wild"
1938,11,Cinematography,0,The Buccaneer ,Victor Milner
1938,11,Cinematography,1,The Great Waltz ,Joseph Ruttenberg
1938,11,Cinematography,0,Jezebel ,Ernest Haller
1938,11,Cinematography,0,Mad about Music ,Joseph Valentine
1938,11,Cinematography,0,Merrily We Live ,Norbert Brodine
1938,11,Cinematography,0,Suez ,Peverell Marley
1938,11,Cinematography,0,Vivacious Lady ,Robert de Grasse
1938,11,Cinematography,0,You Can't Take It with You ,Joseph Walker
1938,11,Cinematography,0,The Young in Heart ,Leon Shamroy
1938,11,Directing,0,Angels with Dirty Faces ,Michael Curtiz
1938,11,Directing,0,Boys Town ,Norman Taurog
1938,11,Directing,0,The Citadel ,King Vidor
1938,11,Directing,0,Four Daughters ,Michael Curtiz
1938,11,Directing,1,You Can't Take It with You ,Frank Capra
1938,11,Film Editing,1,The Adventures of Robin Hood ,Ralph Dawson
1938,11,Film Editing,0,Alexander's Ragtime Band ,Barbara McLean
1938,11,Film Editing,0,The Great Waltz ,Tom Held
1938,11,Film Editing,0,Test Pilot ,Tom Held
1938,11,Film Editing,0,You Can't Take It with You ,Gene Havlick
1938,11,Music (Original Score),1,The Adventures of Robin Hood ,Erich Wolfgang Korngold
1938,11,Music (Original Score),0,Army Girl ,Victor Young
1938,11,Music (Original Score),0,Block-Heads ,Marvin Hatley
1938,11,Music (Original Score),0,Blockade ,Werner Janssen
1938,11,Music (Original Score),0,Breaking the Ice ,Victor Young
1938,11,Music (Original Score),0,The Cowboy and the Lady ,Alfred Newman
1938,11,Music (Original Score),0,If I Were King ,Richard Hageman
1938,11,Music (Original Score),0,Marie Antoinette ,Herbert Stothart
1938,11,Music (Original Score),0,Pacific Liner ,Russell Bennett
1938,11,Music (Original Score),0,Suez ,Louis Silvers
1938,11,Music (Original Score),0,The Young in Heart ,Franz Waxman
1938,11,Music (Scoring),1,Alexander's Ragtime Band ,Alfred Newman
1938,11,Music (Scoring),0,Carefree ,Victor Baravalle
1938,11,Music (Scoring),0,Girls' School ,"Morris Stoloff, Gregory Stone"
1938,11,Music (Scoring),0,The Goldwyn Follies ,Alfred Newman
1938,11,Music (Scoring),0,Jezebel ,Max Steiner
1938,11,Music (Scoring),0,Mad about Music ,"Charles Previn, Frank Skinner"
1938,11,Music (Scoring),0,Storm over Bengal ,Cy Feuer
1938,11,Music (Scoring),0,Sweethearts ,Herbert Stothart
1938,11,Music (Scoring),0,There Goes My Heart ,Marvin Hatley
1938,11,Music (Scoring),0,Tropic Holiday ,Boris Morros
1938,11,Music (Scoring),0,The Young in Heart ,Franz Waxman
1938,11,Music (Song),0,"""Always And Always"" from Mannequin",Music by Edward Ward; Lyrics by Chet Forrest and Bob Wright
1938,11,Music (Song),0,"""Change Partners"" from Carefree",Music and Lyrics by Irving Berlin
1938,11,Music (Song),0,"""The Cowboy And The Lady"" from The Cowboy and the Lady",Music by Lionel Newman; Lyrics by Arthur Quenzer
1938,11,Music (Song),0,"""Dust"" from Under Western Stars",Music and Lyrics by Johnny Marvin
1938,11,Music (Song),0,"""Jeepers Creepers"" from Going Places",Music by Harry Warren; Lyrics by Johnny Mercer
1938,11,Music (Song),0,"""Merrily We Live"" from Merrily We Live",Music by Phil Charig; Lyrics by Arthur Quenzer
1938,11,Music (Song),0,"""A Mist Over The Moon"" from The Lady Objects",Music by Ben Oakland; Lyrics by Oscar Hammerstein II
1938,11,Music (Song),0,"""My Own"" from That Certain Age",Music by Jimmy McHugh; Lyrics by Harold Adamson
1938,11,Music (Song),0,"""Now It Can Be Told"" from Alexander's Ragtime Band",Music and Lyrics by Irving Berlin
1938,11,Music (Song),1,"""Thanks For The Memory"" from The Big Broadcast of 1938",Music by Ralph Rainger; Lyrics by Leo Robin
1938,11,Outstanding Production,0,The Adventures of Robin Hood ,Warner Brothers-First National
1938,11,Outstanding Production,0,Alexander's Ragtime Band ,20th Century-Fox
1938,11,Outstanding Production,0,Boys Town ,Metro-Goldwyn-Mayer
1938,11,Outstanding Production,0,The Citadel ,Metro-Goldwyn-Mayer
1938,11,Outstanding Production,0,Four Daughters ,Warner Brothers-First National
1938,11,Outstanding Production,0,Grand Illusion ,Realization D'Art Cinematographique
1938,11,Outstanding Production,0,Jezebel ,Warner Brothers
1938,11,Outstanding Production,0,Pygmalion ,Metro-Goldwyn-Mayer
1938,11,Outstanding Production,0,Test Pilot ,Metro-Goldwyn-Mayer
1938,11,Outstanding Production,1,You Can't Take It with You ,Columbia
1938,11,Short Subject (Cartoon),0,Brave Little Tailor ,"Walt Disney, Producer"
1938,11,Short Subject (Cartoon),1,Ferdinand the Bull ,"Walt Disney, Producer"
1938,11,Short Subject (Cartoon),0,Good Scouts ,"Walt Disney, Producer"
1938,11,Short Subject (Cartoon),0,Hunky and Spunky ,Paramount
1938,11,Short Subject (Cartoon),0,Mother Goose Goes Hollywood ,"Walt Disney, Producer"
1938,11,Short Subject (One Reel),0,The Great Heart ,Metro-Goldwyn-Mayer
1938,11,Short Subject (One Reel),1,That Mothers Might Live ,Metro-Goldwyn-Mayer
1938,11,Short Subject (One Reel),0,Timber Toppers ,20th Century-Fox
1938,11,Short Subject (Two Reel),1,Declaration of Independence ,Warner Brothers
1938,11,Short Subject (Two Reel),0,Swingtime in the Movies ,Warner Brothers
1938,11,Short Subject (Two Reel),0,They're Always Caught ,Metro-Goldwyn-Mayer
1938,11,Sound Recording,0,Army Girl ,"Republic Studio Sound Department, Charles L. Lootens, Sound Director"
1938,11,Sound Recording,1,The Cowboy and the Lady ,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
1938,11,Sound Recording,0,Four Daughters ,"Warner Brothers Studio Sound Department, Nathan Levinson, Sound Director"
1938,11,Sound Recording,0,If I Were King ,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
1938,11,Sound Recording,0,Merrily We Live ,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director"
1938,11,Sound Recording,0,Suez ,"20th Century-Fox Studio Sound Department, Edmund H. Hansen, Sound Director"
1938,11,Sound Recording,0,Sweethearts ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1938,11,Sound Recording,0,That Certain Age ,"Universal Studio Sound Department, Bernard B. Brown, Sound Director"
1938,11,Sound Recording,0,Vivacious Lady ,"RKO Radio Studio Sound Department, John Aalberg, Sound Director"
1938,11,Sound Recording,0,You Can't Take It with You ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1938,11,Writing (Original Story),0,Alexander's Ragtime Band ,Irving Berlin
1938,11,Writing (Original Story),0,Angels with Dirty Faces ,Rowland Brown
1938,11,Writing (Original Story),0,Blockade ,John Howard Lawson
1938,11,Writing (Original Story),1,Boys Town ,"Dore Schary, Eleanore Griffin"
1938,11,Writing (Original Story),0,Mad about Music ,"Marcella Burke, Frederick Kohner"
1938,11,Writing (Original Story),0,Test Pilot ,Frank Wead
1938,11,Writing (Screenplay),0,Boys Town ,"John Meehan, Dore Schary"
1938,11,Writing (Screenplay),0,The Citadel ,"Ian Dalrymple, Frank Wead, Elizabeth Hill"
1938,11,Writing (Screenplay),0,Four Daughters ,"Julius J. Epstein, Lenore Coffee"
1938,11,Writing (Screenplay),1,Pygmalion ,"Screenplay and Dialogue by George Bernard Shaw; Adaptation by W. P. Lipscomb, Cecil Lewis, Ian Dalrymple"
1938,11,Writing (Screenplay),0,You Can't Take It with You ,Robert Riskin
1938,11,Special Award,1,Deanna Durbin and Mickey Rooney,
1938,11,Special Award,1,Harry M. Warner,
1938,11,Special Award,1,Walt Disney,Snow White and the Seven Dwarfs
1938,11,Special Award,1,Oliver Marsh and Allen Davey,Sweethearts
1938,11,Special Award,1,Spawn of the North,
1938,11,Special Award,1,J. Arthur Ball,
1938,11,Irving G. Thalberg Memorial Award,0,Samuel Goldwyn,
1938,11,Irving G. Thalberg Memorial Award,0,Joe Pasternak,
1938,11,Irving G. Thalberg Memorial Award,0,David O. Selznick,
1938,11,Irving G. Thalberg Memorial Award,0,Hunt Stromberg,
1938,11,Irving G. Thalberg Memorial Award,1,Hal B. Wallis,
1938,11,Irving G. Thalberg Memorial Award,0,Walter Wanger,
1938,11,Irving G. Thalberg Memorial Award,0,Darryl F. Zanuck,
1939,12,Actor,1,Robert Donat,"Goodbye, Mr. Chips"
1939,12,Actor,0,Clark Gable,Gone with the Wind
1939,12,Actor,0,Laurence Olivier,Wuthering Heights
1939,12,Actor,0,Mickey Rooney,Babes in Arms
1939,12,Actor,0,James Stewart,Mr. Smith Goes to Washington
1939,12,Actor in a Supporting Role,0,Brian Aherne,Juarez
1939,12,Actor in a Supporting Role,0,Harry Carey,Mr. Smith Goes to Washington
1939,12,Actor in a Supporting Role,0,Brian Donlevy,Beau Geste
1939,12,Actor in a Supporting Role,1,Thomas Mitchell,Stagecoach
1939,12,Actor in a Supporting Role,0,Claude Rains,Mr. Smith Goes to Washington
1939,12,Actress,0,Bette Davis,Dark Victory
1939,12,Actress,0,Irene Dunne,Love Affair
1939,12,Actress,0,Greta Garbo,Ninotchka
1939,12,Actress,0,Greer Garson,"Goodbye, Mr. Chips"
1939,12,Actress,1,Vivien Leigh,Gone with the Wind
1939,12,Actress in a Supporting Role,0,Olivia de Havilland,Gone with the Wind
1939,12,Actress in a Supporting Role,0,Geraldine Fitzgerald,Wuthering Heights
1939,12,Actress in a Supporting Role,1,Hattie McDaniel,Gone with the Wind
1939,12,Actress in a Supporting Role,0,Edna May Oliver,Drums along the Mohawk
1939,12,Actress in a Supporting Role,0,Maria Ouspenskaya,Love Affair
1939,12,Art Direction,0,Beau Geste ,"Hans Dreier, Robert Odell"
1939,12,Art Direction,0,Captain Fury ,Charles D. Hall
1939,12,Art Direction,0,First Love ,"Jack Otterson, Martin Obzina"
1939,12,Art Direction,1,Gone with the Wind ,Lyle Wheeler
1939,12,Art Direction,0,Love Affair ,"Van Nest Polglase, Al Herman"
1939,12,Art Direction,0,Man of Conquest ,John Victor Mackay
1939,12,Art Direction,0,Mr. Smith Goes to Washington ,Lionel Banks
1939,12,Art Direction,0,The Private Lives of Elizabeth and Essex ,Anton Grot
1939,12,Art Direction,0,The Rains Came ,"William Darling, George Dudley"
1939,12,Art Direction,0,Stagecoach ,Alexander Toluboff
1939,12,Art Direction,0,The Wizard of Oz ,"Cedric Gibbons, William A. Horning"
1939,12,Art Direction,0,Wuthering Heights ,James Basevi
1939,12,Cinematography (Black and White),0,First Love ,Joseph Valentine
1939,12,Cinematography (Black and White),0,The Great Victor Herbert ,Victor Milner
1939,12,Cinematography (Black and White),0,Gunga Din ,Joseph H. August
1939,12,Cinematography (Black and White),0,Intermezzo ,Gregg Toland
1939,12,Cinematography (Black and White),0,Juarez ,Tony Gaudio
1939,12,Cinematography (Black and White),0,Lady of the Tropics ,George Folsey
1939,12,Cinematography (Black and White),0,Of Mice and Men ,Norbert Brodine
1939,12,Cinematography (Black and White),0,Only Angels Have Wings ,Joseph Walker
1939,12,Cinematography (Black and White),0,The Rains Came ,Arthur Miller
1939,12,Cinematography (Black and White),0,Stagecoach ,Bert Glennon
1939,12,Cinematography (Black and White),1,Wuthering Heights ,Gregg Toland
1939,12,Cinematography (Color),0,Drums along the Mohawk ,"Ray Rennahan, Bert Glennon"
1939,12,Cinematography (Color),0,Four Feathers ,"Georges Perinal, Osmond Borradaile"
1939,12,Cinematography (Color),1,Gone with the Wind ,"Ernest Haller, Ray Rennahan"
1939,12,Cinematography (Color),0,The Mikado ,"William V. Skall, Bernard Knowles"
1939,12,Cinematography (Color),0,The Private Lives of Elizabeth and Essex ,"Sol Polito, W. Howard Greene"
1939,12,Cinematography (Color),0,The Wizard of Oz ,Hal Rosson
1939,12,Directing,1,Gone with the Wind ,Victor Fleming
1939,12,Directing,0,"Goodbye, Mr. Chips ",Sam Wood
1939,12,Directing,0,Mr. Smith Goes to Washington ,Frank Capra
1939,12,Directing,0,Stagecoach ,John Ford
1939,12,Directing,0,Wuthering Heights ,William Wyler
1939,12,Film Editing,1,Gone with the Wind ,"Hal C. Kern, James E. Newcom"
1939,12,Film Editing,0,"Goodbye, Mr. Chips ",Charles Frend
1939,12,Film Editing,0,Mr. Smith Goes to Washington ,"Gene Havlick, Al Clark"
1939,12,Film Editing,0,The Rains Came ,Barbara McLean
1939,12,Film Editing,0,Stagecoach ,"Otho Lovering, Dorothy Spencer"
1939,12,Music (Original Score),0,Dark Victory ,Max Steiner
1939,12,Music (Original Score),0,Eternally Yours ,Werner Janssen
1939,12,Music (Original Score),0,Golden Boy ,Victor Young
1939,12,Music (Original Score),0,Gone with the Wind ,Max Steiner
1939,12,Music (Original Score),0,Gulliver's Travels ,Victor Young
1939,12,Music (Original Score),0,The Man in the Iron Mask ,"Lud Gluskin, Lucien Moraweck"
1939,12,Music (Original Score),0,Man of Conquest ,Victor Young
1939,12,Music (Original Score),0,Nurse Edith Cavell ,Anthony Collins
1939,12,Music (Original Score),0,Of Mice and Men ,Aaron Copland
1939,12,Music (Original Score),0,The Rains Came ,Alfred Newman
1939,12,Music (Original Score),1,The Wizard of Oz ,Herbert Stothart
1939,12,Music (Original Score),0,Wuthering Heights ,Alfred Newman
1939,12,Music (Scoring),0,Babes in Arms ,"George E. Stoll, Roger Edens"
1939,12,Music (Scoring),0,First Love ,Charles Previn
1939,12,Music (Scoring),0,The Great Victor Herbert ,"Phil Boutelje, Arthur Lange"
1939,12,Music (Scoring),0,The Hunchback of Notre Dame ,Alfred Newman
